yas,gelir,kredi_skoru,borc_miktari,kredi_onayi
56,4888,521,10289,Hayır
22,15990,812,47085,Hayır
69,10788,700,48868,Hayır
43,17381,616,25188,Hayır
65,17490,344,3848,Hayır
34,18159,831,5941,Evet
60,5844,485,30098,Hayır
64,11027,775,11861,Hayır
69,8386,349,39940,Hayır
33,6773,465,32373,Hayır
52,11183,424,25645,Hayır
55,17944,785,14440,Hayır
40,6915,467,7759,Hayır
30,16343,477,7109,Hayır
50,7559,844,30281,Hayır
46,3633,363,11489,Hayır
63,6681,409,26161,Hayır
51,17863,720,39890,Hayır
51,4746,311,19326,Hayır
44,5285,621,12348,Hayır
32,5250,305,32107,Hayır
67,16331,619,8941,Hayır
26,9997,795,24812,Hayır
43,4652,678,9263,Hayır
20,15446,782,1769,Evet
53,8571,733,30253,Hayır
64,17493,401,3326,Hayır
22,12722,805,38518,Hayır
37,6925,309,5674,Hayır
37,3764,630,37426,Hayır
22,7581,458,14197,Hayır
27,2764,458,20011,Hayır
33,6247,785,32788,Hayır
42,14535,706,14244,Hayır
61,18184,794,9899,Hayır
42,16492,835,5801,Evet
47,10487,397,6439,Hayır
31,16216,360,39771,Hayır
39,8543,676,34206,Hayır
60,16348,314,17271,Hayır
45,6533,518,38295,Hayır
47,3422,518,25314,Hayır
36,12211,444,22531,Hayır
55,16735,641,26934,Hayır
59,12613,512,11919,Hayır
37,15291,465,28727,Hayır
52,13870,822,22812,Hayır
39,10750,837,12746,Hayır
32,19491,762,21935,Hayır
28,14770,356,45025,Hayır
51,13559,460,28898,Hayır
41,8060,811,349,Evet
23,18489,515,17647,Hayır
34,5678,715,9584,Hayır
45,15520,451,14046,Hayır
67,11898,718,25205,Hayır
48,10135,801,21155,Hayır
53,19174,346,15304,Hayır
26,18174,797,6584,Evet
27,11003,444,17111,Hayır
38,16845,419,38488,Hayır
51,6445,670,17731,Hayır
48,15902,724,1521,Evet
46,8609,725,6732,Hayır
60,3932,572,8624,Hayır
60,4679,471,16251,Hayır
28,11316,700,14996,Hayır
50,3392,418,39576,Hayır
63,3683,711,26575,Hayır
18,13793,580,18631,Hayır
38,15052,722,44072,Hayır
40,11480,650,24804,Hayır
26,4249,659,5104,Hayır
18,11333,796,13492,Hayır
38,15434,666,39184,Hayır
39,19432,503,25496,Hayır
21,12608,338,9698,Hayır
18,14672,720,38394,Hayır
68,9214,313,26226,Hayır
27,12583,622,18565,Hayır
32,13584,608,5973,Hayır
69,6202,554,20333,Hayır
53,7088,691,32005,Hayır
46,2446,841,13362,Hayır
69,4509,538,49169,Hayır
63,13479,400,872,Hayır
22,13045,366,14956,Hayır
46,9549,509,4876,Hayır
64,3072,680,36969,Hayır
64,13880,752,39821,Hayır
44,13789,812,42061,Hayır
42,14626,641,11309,Hayır
33,8839,682,8569,Hayır
33,19476,528,24511,Hayır
53,2593,484,23700,Hayır
42,12752,729,9,Evet
58,15284,784,7582,Hayır
18,2276,782,27125,Hayır
22,10274,700,18607,Hayır
58,5383,539,27590,Hayır
37,16437,608,35023,Hayır
22,15537,566,22917,Hayır
53,9553,611,30751,Hayır
46,2467,395,48923,Hayır
65,17134,548,28279,Hayır
51,7260,651,3680,Hayır
65,2997,801,47832,Hayır
35,4379,501,41884,Hayır
19,7048,766,18377,Hayır
33,11484,500,30149,Hayır
46,6095,824,29331,Hayır
50,11559,804,16426,Hayır
33,14126,378,19856,Hayır
52,2093,674,45971,Hayır
64,11114,500,30937,Hayır
60,13333,745,30710,Hayır
59,9293,607,1777,Evet
34,15499,477,3575,Hayır
21,3158,378,30248,Hayır
66,13412,709,24961,Hayır
21,7221,757,11556,Hayır
68,2357,715,35448,Hayır
42,10333,551,2795,Hayır
50,11986,720,12248,Hayır
31,4218,788,44596,Hayır
41,9906,474,11117,Hayır
28,12251,488,38719,Hayır
42,11270,626,12232,Hayır
45,8074,415,16170,Hayır
24,2885,770,12753,Hayır
66,14612,777,45206,Hayır
53,12156,386,32309,Hayır
27,14086,338,39111,Hayır
66,7818,828,7898,Hayır
53,18202,481,41010,Hayır
48,3724,776,47892,Hayır
36,18555,709,24623,Hayır
35,15701,685,26755,Hayır
66,6676,728,12221,Hayır
23,19685,567,45696,Hayır
45,18467,309,17098,Hayır
24,11363,312,12976,Hayır
55,17101,580,27152,Hayır
29,16126,669,10031,Hayır
58,11135,336,24120,Hayır
67,6828,619,31563,Hayır
51,17081,582,43905,Hayır
42,8679,678,20872,Hayır
34,16663,769,28821,Hayır
50,3760,399,24207,Hayır
40,7491,562,657,Evet
26,3982,728,32105,Hayır
23,14089,664,36453,Hayır
19,8553,753,27880,Hayır
55,8864,764,20842,Hayır
26,2356,754,25632,Hayır
20,13354,668,18846,Hayır
33,6951,314,38164,Hayır
42,12893,413,8976,Hayır
41,15709,758,16289,Hayır
64,4311,384,10666,Hayır
46,12968,428,22006,Hayır
61,8884,770,41637,Hayır
57,13522,362,14202,Hayır
43,2364,647,22119,Hayır
55,9562,307,28992,Hayır
52,14296,351,40885,Hayır
40,5331,846,49241,Hayır
21,2112,476,39485,Hayır
59,13982,509,574,Evet
31,12714,479,48737,Hayır
64,15489,683,20904,Hayır
56,11039,461,2536,Hayır
24,17863,766,48263,Hayır
25,11861,669,5478,Hayır
59,9684,646,21358,Hayır
68,16520,395,49639,Hayır
36,10151,467,30649,Hayır
19,18093,688,25068,Hayır
64,15003,463,47805,Hayır
18,10772,760,18953,Hayır
59,10567,457,38951,Hayır
55,17014,338,34876,Hayır
30,14733,759,36662,Hayır
59,15323,835,10995,Hayır
61,15508,303,25477,Hayır
41,4613,814,624,Evet
49,18868,490,13486,Hayır
47,16671,691,47387,Hayır
23,15640,549,35746,Hayır
55,8880,452,9429,Hayır
50,14964,694,6932,Hayır
61,3710,791,8561,Hayır
40,19544,796,17812,Hayır
27,8417,774,10020,Hayır
63,18212,816,25767,Hayır
32,15995,417,34429,Hayır
40,17821,315,38190,Hayır
53,18614,632,34878,Hayır
18,5186,592,21738,Hayır
25,8853,604,35214,Hayır
20,4562,493,40630,Hayır
31,2111,467,41659,Hayır
34,15220,407,401,Hayır
51,7907,312,44932,Hayır
64,8252,424,47603,Hayır
23,5149,325,29172,Hayır
22,15840,330,4820,Hayır
63,11954,354,34870,Hayır
68,3720,555,44449,Hayır
58,16815,619,27631,Hayır
57,13635,374,42907,Hayır
46,2521,772,36259,Hayır
52,13164,330,33133,Hayır
35,4423,441,46351,Hayır
57,7242,356,21558,Hayır
65,8731,515,27088,Hayır
47,19018,375,27115,Hayır
32,11364,554,38545,Hayır
32,15312,577,45827,Hayır
33,2366,477,17813,Hayır
50,8289,398,34537,Hayır
27,16948,466,42632,Hayır
36,5783,771,24070,Hayır
54,8026,752,47671,Hayır
67,13076,539,11037,Hayır
20,5988,784,30139,Hayır
53,14906,435,38969,Hayır
21,12708,381,32088,Hayır
28,14552,327,16484,Hayır
58,13609,487,48246,Hayır
50,3803,707,6267,Hayır
45,3234,765,34715,Hayır
49,15304,641,23479,Hayır
33,9250,519,40903,Hayır
26,19145,707,6885,Evet
28,10540,639,10018,Hayır
23,2895,604,44208,Hayır
66,17943,379,19632,Hayır
44,17237,570,48074,Hayır
29,12143,312,44274,Hayır
39,9451,789,49569,Hayır
57,2330,328,47356,Hayır
65,5551,698,26030,Hayır
54,16376,822,4614,Evet
38,16291,566,3734,Hayır
50,15911,327,35842,Hayır
34,19306,549,2541,Evet
46,19902,639,21300,Hayır
57,7113,358,48668,Hayır
27,5338,669,33248,Hayır
35,16934,358,6102,Hayır
64,16997,569,25155,Hayır
69,17471,334,49192,Hayır
30,10097,814,39606,Hayır
44,8461,796,6586,Hayır
27,10238,338,23924,Hayır
49,15604,784,38593,Hayır
58,9141,523,6399,Hayır
62,12623,626,32684,Hayır
20,14221,316,23933,Hayır
39,16232,448,35742,Hayır
44,19139,605,3084,Evet
20,17759,341,33014,Hayır
50,4224,386,33178,Hayır
19,14380,690,874,Evet
28,8419,687,1315,Evet
63,2533,473,20507,Hayır
27,16518,497,22818,Hayır
56,2863,812,25297,Hayır
50,15960,424,43208,Hayır
24,5026,586,2164,Hayır
32,13475,569,49052,Hayır
43,19592,771,20061,Hayır
28,15214,672,44604,Hayır
55,19994,600,18415,Hayır
44,13434,486,36698,Hayır
56,19481,766,14270,Hayır
24,18636,489,42834,Hayır
18,13144,311,629,Hayır
27,2433,561,41709,Hayır
38,11414,331,15779,Hayır
32,2083,435,16774,Hayır
47,7776,833,10658,Hayır
47,5045,820,36525,Hayır
25,9628,814,47291,Hayır
41,6015,491,4438,Hayır
36,4558,372,14515,Hayır
20,12497,494,3399,Hayır
32,4276,797,17338,Hayır
53,6393,495,49008,Hayır
23,18888,817,31836,Hayır
59,11976,631,8610,Hayır
67,8583,653,1111,Hayır
65,11800,548,42978,Hayır
35,19324,327,48222,Hayır
55,6257,515,41698,Hayır
36,6702,791,14483,Hayır
66,6953,705,12383,Hayır
67,3912,489,8395,Hayır
47,18356,784,14721,Hayır
30,11963,397,39799,Hayır
56,14307,710,45430,Hayır
69,2401,672,8743,Hayır
29,15755,455,30505,Hayır
51,11752,658,14498,Hayır
29,17643,445,5923,Hayır
61,11705,689,39544,Hayır
41,5347,638,18140,Hayır
21,19733,635,17635,Hayır
53,16884,529,40591,Hayır
67,4230,732,26481,Hayır
65,3791,393,17114,Hayır
31,6119,508,19173,Hayır
34,17954,707,43128,Hayır
66,12475,311,17273,Hayır
20,11992,758,48796,Hayır
55,18115,530,44671,Hayır
40,14664,779,42992,Hayır
30,6044,694,6497,Hayır
26,9474,507,25074,Hayır
38,3341,693,45706,Hayır
58,13508,698,42718,Hayır
25,10322,818,38073,Hayır
34,15231,766,16165,Hayır
33,7544,791,16119,Hayır
33,17702,398,15342,Hayır
45,6314,378,34711,Hayır
68,11800,673,49206,Hayır
33,10388,545,44887,Hayır
63,7980,702,16083,Hayır
69,6713,778,40374,Hayır
63,12935,486,5952,Hayır
31,15131,637,12110,Hayır
63,15389,763,43397,Hayır
61,15966,318,6501,Hayır
55,3394,450,25763,Hayır
37,3835,470,40734,Hayır
62,12754,623,2537,Hayır
65,10238,818,3866,Hayır
58,9947,345,48885,Hayır
51,19435,473,7298,Hayır
46,7296,695,16897,Hayır
20,16422,420,6099,Hayır
27,10878,577,31420,Hayır
37,11802,364,11019,Hayır
19,4909,510,12827,Hayır
44,2757,769,11195,Hayır
49,10245,664,31215,Hayır
27,12322,635,4543,Hayır
57,16879,305,39677,Hayır
34,8528,391,39126,Hayır
50,12127,753,14444,Hayır
23,8666,680,48321,Hayır
56,8366,712,19905,Hayır
64,12080,459,49070,Hayır
35,10099,378,11301,Hayır
26,19987,309,13766,Hayır
25,8967,842,14919,Hayır
42,13873,423,21544,Hayır
48,8910,701,18388,Hayır
59,15469,560,20293,Hayır
21,6364,575,44236,Hayır
37,19291,325,7502,Hayır
45,5451,444,30422,Hayır
57,11247,341,6064,Hayır
18,4140,381,69,Hayır
57,17869,610,44077,Hayır
61,13041,811,1767,Hayır
40,18978,406,15380,Hayır
64,9947,588,1966,Hayır
30,19923,383,6456,Hayır
33,10345,813,28130,Hayır
43,9871,770,47906,Hayır
48,2417,451,25755,Hayır
67,6348,842,12751,Hayır
18,17648,568,10012,Hayır
34,8911,791,3755,Hayır
33,12398,582,8506,Hayır
54,5863,595,38808,Hayır
69,6530,600,13317,Hayır
27,5425,424,25647,Hayır
55,3005,767,5903,Hayır
61,11223,743,40117,Hayır
48,8250,591,12780,Hayır
27,4979,466,11678,Hayır
66,13868,556,35937,Hayır
51,15026,421,28153,Hayır
68,2439,796,9874,Hayır
69,5209,365,34395,Hayır
23,17717,791,37052,Hayır
45,15129,450,27819,Hayır
45,19278,543,21268,Hayır
30,19034,414,25045,Hayır
58,11283,640,5559,Hayır
29,14433,846,48171,Hayır
67,14671,447,17045,Hayır
57,12707,486,44414,Hayır
67,17870,401,29225,Hayır
19,6985,735,18900,Hayır
25,4562,474,46445,Hayır
59,5783,348,40590,Hayır
26,12989,699,2668,Evet
67,18438,579,47362,Hayır
25,11285,392,22296,Hayır
68,12104,567,3813,Hayır
20,19901,359,41621,Hayır
26,15599,369,34971,Hayır
30,6869,767,12274,Hayır
26,7007,648,22532,Hayır
48,15296,607,5025,Hayır
42,13201,361,25646,Hayır
69,4265,462,11467,Hayır
61,10915,556,9016,Hayır
62,18084,596,5121,Hayır
25,15969,450,923,Hayır
64,6359,414,1335,Hayır
48,14631,733,49368,Hayır
62,11692,831,34297,Hayır
62,17162,566,33337,Hayır
48,9185,626,16327,Hayır
34,16202,687,4466,Evet
64,17569,484,14376,Hayır
36,10623,795,7430,Hayır
20,18164,781,44603,Hayır
63,6371,361,7018,Hayır
47,19829,426,13813,Hayır
27,9080,333,13745,Hayır
66,18317,417,1773,Hayır
46,17082,305,14281,Hayır
57,7267,393,14328,Hayır
35,13050,582,44447,Hayır
29,5965,373,22605,Hayır
66,18675,849,874,Hayır
40,11260,333,40063,Hayır
28,7602,354,46707,Hayır
26,16560,668,19169,Hayır
41,16233,472,8734,Hayır
42,9047,750,11548,Hayır
42,13336,479,30427,Hayır
64,11109,305,48558,Hayır
26,13435,827,44432,Hayır
29,9587,470,19845,Hayır
28,12975,492,175,Hayır
66,17595,601,5419,Hayır
55,15932,743,34195,Hayır
45,19386,808,5443,Evet
25,18144,481,46418,Hayır
27,12619,513,29735,Hayır
42,3539,461,39126,Hayır
64,10275,736,48434,Hayır
53,7492,848,12033,Hayır
67,3597,788,34474,Hayır
60,10249,445,30760,Hayır
26,8827,806,32301,Hayır
58,7945,638,5609,Hayır
25,15301,482,36868,Hayır
20,13003,559,13929,Hayır
35,8983,838,43821,Hayır
63,16853,755,47302,Hayır
52,8229,416,41159,Hayır
34,13411,339,22464,Hayır
53,11791,765,7941,Hayır
45,13738,741,48216,Hayır
67,8810,468,29376,Hayır
32,13398,755,40288,Hayır
36,14551,749,22188,Hayır
39,5939,313,24340,Hayır
23,9745,602,46556,Hayır
64,10454,630,3790,Hayır
24,13079,642,8805,Hayır
61,10645,701,18591,Hayır
65,11446,373,25827,Hayır
26,5671,678,28971,Hayır
37,13379,346,31217,Hayır
54,14837,384,5334,Hayır
28,18582,808,20882,Hayır
19,7897,695,5751,Hayır
39,17005,402,36176,Hayır
65,5814,760,26393,Hayır
53,9450,452,15816,Hayır
22,18669,323,41786,Hayır
24,3151,362,18541,Hayır
23,11422,460,10842,Hayır
39,18641,754,35381,Hayır
27,19159,305,22740,Hayır
63,14847,644,39769,Hayır
57,2700,415,20312,Hayır
63,6236,496,16126,Hayır
63,2977,413,10948,Hayır
37,8036,491,7826,Hayır
45,7761,617,45200,Hayır
40,3875,578,7045,Hayır
52,13926,345,29962,Hayır
18,2212,497,44333,Hayır
46,19181,780,46072,Hayır
26,17221,709,10017,Hayır
26,2037,746,16851,Hayır
39,13155,529,27136,Hayır
19,17411,425,36305,Hayır
33,15138,371,14447,Hayır
57,12152,590,44245,Hayır
23,9376,670,7741,Hayır
30,6156,803,31862,Hayır
50,6353,606,10474,Hayır
36,18518,453,19438,Hayır
32,16395,459,21840,Hayır
50,12428,670,27542,Hayır
27,4383,449,33485,Hayır
18,17386,416,1879,Hayır
29,5072,715,46609,Hayır
60,10277,825,47426,Hayır
46,8715,759,44860,Hayır
34,12036,300,24902,Hayır
21,7667,470,27665,Hayır
46,17767,322,16601,Hayır
24,13042,449,6516,Hayır
61,9568,476,39210,Hayır
30,7586,422,25967,Hayır
22,7720,744,22334,Hayır
23,19466,587,28545,Hayır
51,7692,546,37335,Hayır
24,10597,729,12039,Hayır
63,4534,444,1267,Hayır
45,12993,668,25873,Hayır
63,6551,733,39315,Hayır
27,18605,413,7096,Hayır
21,9769,361,37779,Hayır
20,11742,323,33896,Hayır
42,3955,356,28678,Hayır
40,10044,689,29838,Hayır
44,13448,382,10022,Hayır
31,2715,792,14069,Hayır
55,3064,375,11577,Hayır
49,17018,459,45038,Hayır
40,6875,363,37539,Hayır
64,10899,815,361,Evet
57,13748,466,36696,Hayır
54,15541,429,997,Hayır
20,7727,706,8307,Hayır
52,17222,383,28226,Hayır
30,9041,847,39560,Hayır
51,10237,736,33979,Hayır
41,11352,316,5883,Hayır
18,11863,550,38529,Hayır
29,3894,799,8789,Hayır
25,19550,761,10946,Hayır
36,19833,629,29470,Hayır
26,4397,748,25432,Hayır
45,14181,615,47521,Hayır
31,10469,764,29314,Hayır
44,16020,595,3602,Hayır
35,14228,505,34084,Hayır
59,3473,604,37428,Hayır
58,2477,636,30373,Hayır
23,15887,677,37085,Hayır
50,9820,509,31496,Hayır
54,18893,462,31588,Hayır
59,13162,693,42009,Hayır
42,7934,319,35056,Hayır
30,13540,700,40274,Hayır
40,12190,349,29911,Hayır
53,11592,391,18316,Hayır
50,3061,767,27717,Hayır
38,6646,500,36975,Hayır
51,6771,475,12768,Hayır
53,2355,716,46576,Hayır
34,5008,345,9517,Hayır
27,18673,388,40697,Hayır
40,9940,527,35827,Hayır
61,16398,314,5982,Hayır
19,11707,648,3475,Evet
52,12409,464,16888,Hayır
31,2012,757,49245,Hayır
64,2388,615,40348,Hayır
62,12975,568,32870,Hayır
58,5677,446,9556,Hayır
19,16000,795,36054,Hayır
36,5419,604,37625,Hayır
33,12596,578,47666,Hayır
60,14920,354,42069,Hayır
61,5240,764,6641,Hayır
42,5755,821,7558,Hayır
18,4204,483,20159,Hayır
19,3347,415,18344,Hayır
65,15521,659,34623,Hayır
44,18152,484,38784,Hayır
19,11411,573,30929,Hayır
47,13962,614,40651,Hayır
68,2497,431,29829,Hayır
27,9824,442,42769,Hayır
36,8260,460,44840,Hayır
59,2914,729,12356,Hayır
33,15724,551,35919,Hayır
30,6963,733,28027,Hayır
65,7659,447,20545,Hayır
67,14039,749,35426,Hayır
25,8876,620,49956,Hayır
67,14809,835,20994,Hayır
48,15315,441,3424,Hayır
62,12420,456,30706,Hayır
42,4533,448,10098,Hayır
56,3222,486,1307,Hayır
38,9263,803,21547,Hayır
67,10062,505,13309,Hayır
55,13824,380,5262,Hayır
58,18472,333,6817,Hayır
46,9685,523,443,Evet
23,9066,688,48214,Hayır
35,16363,341,41078,Hayır
66,16890,536,9704,Hayır
61,14386,511,41248,Hayır
52,10846,627,37426,Hayır
44,10644,807,22829,Hayır
22,2291,708,7932,Hayır
24,15920,601,48582,Hayır
27,16306,395,17979,Hayır
27,5613,311,17715,Hayır
68,14070,434,37875,Hayır
45,16509,664,37269,Hayır
53,19593,728,22706,Hayır
27,10442,431,47559,Hayır
67,4668,711,20200,Hayır
52,19847,345,35791,Hayır
52,5284,671,45596,Hayır
54,10535,582,22433,Hayır
65,18053,694,32564,Hayır
37,5925,812,2010,Evet
30,9146,448,10643,Hayır
28,12585,514,20216,Hayır
62,7613,639,42048,Hayır
36,16871,790,45308,Hayır
45,6962,496,18891,Hayır
55,9801,372,5395,Hayır
62,18469,302,32600,Hayır
21,19424,398,27690,Hayır
54,4291,687,34156,Hayır
36,12173,315,12728,Hayır
54,15067,647,24184,Hayır
31,3932,669,25938,Hayır
48,8149,568,28716,Hayır
45,13202,495,11847,Hayır
53,18764,523,39302,Hayır
61,2778,385,6656,Hayır
55,5455,560,45371,Hayır
36,2123,459,30161,Hayır
59,3083,387,7907,Hayır
18,15995,656,3784,Evet
40,6707,730,22786,Hayır
45,18377,509,15114,Hayır
65,3806,372,39676,Hayır
21,15014,798,40954,Hayır
58,7670,664,12586,Hayır
35,9666,557,10540,Hayır
66,5669,641,21741,Hayır
64,14494,458,23206,Hayır
68,16235,526,15343,Hayır
56,13519,641,36211,Hayır
42,9186,764,17917,Hayır
35,12193,662,16298,Hayır
23,2713,529,23749,Hayır
36,11073,434,5777,Hayır
29,12839,592,14312,Hayır
42,10434,776,25464,Hayır
52,19380,302,18861,Hayır
18,2970,831,18152,Hayır
22,3540,469,42604,Hayır
18,2650,701,11436,Hayır
25,8246,428,16630,Hayır
56,7978,386,4366,Hayır
64,11461,760,11060,Hayır
60,4195,529,35834,Hayır
35,13249,458,29406,Hayır
63,11391,365,48191,Hayır
26,2768,635,30908,Hayır
22,6514,660,4941,Hayır
21,3945,553,47857,Hayır
61,17527,704,4407,Hayır
46,10419,448,9365,Hayır
18,15348,811,27336,Hayır
47,11542,607,11029,Hayır
62,6273,591,33963,Hayır
18,17541,698,36077,Hayır
20,14909,400,15670,Hayır
39,12087,628,27562,Hayır
25,17468,811,4052,Evet
35,17268,684,19464,Hayır
42,12499,315,520,Hayır
65,18654,338,1145,Hayır
69,9204,795,36083,Hayır
37,18776,310,15175,Hayır
48,18141,329,17870,Hayır
47,16702,467,38734,Hayır
33,6989,689,19477,Hayır
19,10785,790,49370,Hayır
34,7197,679,45227,Hayır
27,17001,735,1314,Evet
24,2559,763,32975,Hayır
59,8002,320,32410,Hayır
68,6008,623,48797,Hayır
69,3395,646,1248,Hayır
26,13648,590,43086,Hayır
34,6372,699,46780,Hayır
26,8765,842,19169,Hayır
26,17431,358,7940,Hayır
54,16326,829,388,Evet
41,5480,592,13442,Hayır
56,16350,437,4635,Hayır
28,10233,578,6933,Hayır
25,14307,830,30,Evet
42,19423,668,33224,Hayır
63,2646,802,29850,Hayır
19,2606,596,45446,Hayır
27,12332,663,42477,Hayır
41,12129,509,18339,Hayır
65,7617,753,14136,Hayır
33,14184,759,32588,Hayır
36,2455,391,20751,Hayır
48,14639,765,26593,Hayır
28,2922,767,33038,Hayır
23,6057,323,3496,Hayır
23,16638,442,36299,Hayır
49,18710,512,48543,Hayır
56,2122,402,10162,Hayır
65,12417,813,38627,Hayır
30,15613,437,16018,Hayır
20,10193,784,43139,Hayır
58,19553,628,34270,Hayır
52,12787,416,7494,Hayır
55,15911,664,15179,Hayır
34,3065,575,21482,Hayır
20,19765,590,2638,Evet
51,4618,393,4334,Hayır
29,4096,570,43244,Hayır
41,2951,445,19783,Hayır
23,9621,782,251,Evet
59,19135,615,44477,Hayır
28,19023,309,41290,Hayır
65,10118,342,38142,Hayır
44,15795,524,33175,Hayır
65,8682,508,16806,Hayır
41,3951,440,48065,Hayır
35,14587,786,29456,Hayır
44,8019,318,15807,Hayır
58,18943,665,42350,Hayır
38,17713,338,21459,Hayır
68,10975,736,23980,Hayır
51,5771,378,23553,Hayır
50,8958,566,16229,Hayır
65,14814,396,15866,Hayır
35,8647,503,49859,Hayır
20,15495,699,10870,Hayır
41,10079,705,27392,Hayır
18,15976,508,26619,Hayır
23,17679,485,45794,Hayır
36,14891,418,32253,Hayır
39,19327,619,31500,Hayır
68,11283,810,3403,Hayır
60,13533,315,12454,Hayır
25,3743,704,8714,Hayır
22,5982,322,21178,Hayır
69,3680,770,11071,Hayır
26,18475,383,2304,Hayır
64,6019,650,47294,Hayır
38,7769,340,18773,Hayır
45,11710,505,12047,Hayır
63,10630,689,5868,Hayır
21,8774,336,7987,Hayır
41,7316,663,9096,Hayır
25,9381,747,2969,Evet
69,11322,556,23562,Hayır
34,10820,814,39016,Hayır
51,9075,321,47666,Hayır
37,5080,825,27180,Hayır
33,6237,490,19561,Hayır
27,14047,459,39829,Hayır
51,5752,431,19583,Hayır
60,18066,676,10714,Hayır
27,13357,337,25648,Hayır
47,19307,594,37820,Hayır
47,11557,672,29546,Hayır
68,16623,831,48039,Hayır
42,9859,819,29173,Hayır
63,16233,582,10894,Hayır
60,17262,405,46914,Hayır
58,3555,797,35159,Hayır
24,16163,516,40551,Hayır
64,7060,375,21438,Hayır
37,7819,693,7263,Hayır
34,4017,360,33219,Hayır
20,7725,753,23086,Hayır
64,3804,426,10406,Hayır
63,18006,697,37481,Hayır
57,10861,509,7803,Hayır
53,16846,782,6704,Hayır
43,7908,389,35421,Hayır
27,19183,789,26566,Hayır
51,18516,439,13736,Hayır
31,8492,627,39644,Hayır
25,19451,495,43895,Hayır
44,19685,569,31643,Hayır
27,12409,546,11273,Hayır
67,3239,683,33384,Hayır
32,18500,622,9156,Hayır
54,13501,567,40264,Hayır
39,9923,496,40706,Hayır
62,3974,568,42131,Hayır
67,9107,690,29760,Hayır
48,2608,477,336,Hayır
19,18913,336,19311,Hayır
62,9278,343,29845,Hayır
48,3876,310,3260,Hayır
31,17936,766,10146,Hayır
27,14525,820,5338,Evet
47,18792,675,4951,Evet
53,11502,343,43498,Hayır
64,16291,678,47342,Hayır
57,2217,498,33641,Hayır
32,17581,459,34618,Hayır
31,16680,469,42940,Hayır
48,6208,579,8846,Hayır
46,9619,689,3079,Hayır
44,16554,818,3875,Evet
38,7189,437,22773,Hayır
26,11216,430,19750,Hayır
37,8242,758,20217,Hayır
52,12838,330,33815,Hayır
32,15903,303,33477,Hayır
41,18698,621,46891,Hayır
66,2225,479,25801,Hayır
33,10670,482,45894,Hayır
53,11907,345,28332,Hayır
28,8386,522,16413,Hayır
25,10279,373,34746,Hayır
20,7078,757,4943,Hayır
36,18863,438,600,Hayır
63,18692,760,4441,Hayır
58,8798,537,43413,Hayır
20,18923,358,33364,Hayır
53,15779,326,14170,Hayır
42,18473,549,15717,Hayır
53,18057,750,18890,Hayır
28,15297,770,13487,Hayır
68,2548,330,48814,Hayır
33,2001,792,17340,Hayır
34,19441,551,48920,Hayır
59,15625,407,46995,Hayır
41,12465,583,10804,Hayır
34,9752,321,34535,Hayır
65,13124,410,35518,Hayır
37,7626,421,28653,Hayır
39,11757,714,16014,Hayır
23,18978,787,5936,Evet
24,8622,728,30379,Hayır
31,12959,784,46695,Hayır
28,16650,411,24416,Hayır
29,13961,639,2100,Evet
63,8007,328,36861,Hayır
22,16410,381,36629,Hayır
22,9516,501,6872,Hayır
37,8825,368,47875,Hayır
32,14119,333,31289,Hayır
43,8482,659,20076,Hayır
50,18436,510,27019,Hayır
47,18293,645,26810,Hayır
41,18640,369,22613,Hayır
40,9755,641,23031,Hayır
26,4093,815,17192,Hayır
20,4675,619,34966,Hayır
53,4048,549,9913,Hayır
65,4124,623,19651,Hayır
24,8984,301,1946,Hayır
39,8218,770,21111,Hayır
31,14123,838,19751,Hayır
65,17179,824,29347,Hayır
46,4898,526,1266,Hayır
67,17869,660,29593,Hayır
33,18027,446,41422,Hayır
65,15791,704,17605,Hayır
51,11523,628,43708,Hayır
27,7836,486,18158,Hayır
24,16934,561,45335,Hayır
42,14899,832,47621,Hayır
44,3245,605,47694,Hayır
32,4365,466,28482,Hayır
49,13144,600,21227,Hayır
45,10334,411,37997,Hayır
26,9261,489,25713,Hayır
24,17925,501,6973,Hayır
33,13752,808,23363,Hayır
43,8780,388,38135,Hayır
52,13982,567,24805,Hayır
34,16316,824,23396,Hayır
40,14980,454,42561,Hayır
25,19170,382,2676,Hayır
19,8305,643,1450,Evet
48,2465,658,30567,Hayır
69,12711,448,15415,Hayır
49,2140,835,3292,Hayır
46,9802,402,44213,Hayır
20,13831,696,14334,Hayır
25,3991,539,22569,Hayır
19,11001,397,42944,Hayır
48,4881,333,37649,Hayır
68,19086,774,30994,Hayır
66,4081,530,23151,Hayır
54,12524,775,46252,Hayır
37,11622,370,22803,Hayır
46,7155,676,48541,Hayır
34,13637,576,45149,Hayır
27,2264,710,4053,Hayır
58,11044,599,39702,Hayır
39,16870,540,18958,Hayır
23,16404,517,8447,Hayır
60,17625,775,45257,Hayır
51,2947,768,29975,Hayır
48,13904,539,26597,Hayır
29,5781,462,7618,Hayır
29,5346,549,22316,Hayır
33,15339,448,38009,Hayır
42,16155,817,38415,Hayır
39,18336,843,18101,Hayır
44,13784,749,47259,Hayır
41,8879,381,47321,Hayır
29,6535,736,13767,Hayır
35,16094,673,41953,Hayır
62,4477,445,21301,Hayır
64,18764,301,45401,Hayır
33,11719,416,1019,Hayır
21,15883,545,29638,Hayır
29,4621,479,16035,Hayır
66,5581,408,29107,Hayır
50,7662,529,31517,Hayır
39,4205,483,27302,Hayır
35,13424,365,11756,Hayır
